Date,Open,High,Low,close,Volume
2020-01-01,39.54999923706055,42.54999923706055,38.54999923706055,42.54999923706055,406222
2020-01-02,39.5,40.400001525878906,39.0,39.5,95926
2020-01-03,40.099998474121094,40.29999923706055,39.0,40.20000076293945,508831
2020-01-06,39.29999923706055,40.099998474121094,39.0,40.099998474121094,52800
2020-01-07,39.54999923706055,40.0,39.099998474121094,39.099998474121094,36691
2020-01-08,39.400001525878906,40.0,39.150001525878906,40.0,53610
2020-01-09,39.75,40.79999923706055,39.400001525878906,39.400001525878906,61843
2020-01-10,40.0,40.650001525878906,39.650001525878906,39.650001525878906,737972
2020-01-13,39.45000076293945,40.95000076293945,39.150001525878906,40.599998474121094,50519
2020-01-14,38.95000076293945,39.900001525878906,38.45000076293945,39.45000076293945,216740
2020-01-15,39.70000076293945,40.25,38.45000076293945,39.150001525878906,85638
2020-01-16,39.349998474121094,40.5,39.0,40.5,34149
2020-01-17,39.0,40.0,38.70000076293945,39.79999923706055,108808
2020-01-20,38.849998474121094,39.20000076293945,38.599998474121094,38.900001525878906,40065
2020-01-21,38.54999923706055,39.0,38.0,38.900001525878906,34585
2020-01-22,38.75,38.95000076293945,38.400001525878906,38.54999923706055,100918
2020-01-23,38.54999923706055,39.25,38.0,38.400001525878906,86453
2020-01-24,39.70000076293945,40.0,38.099998474121094,38.599998474121094,118299
2020-01-27,38.900001525878906,40.599998474121094,38.599998474121094,40.0,32604
2020-01-28,38.45000076293945,38.95000076293945,38.150001525878906,38.599998474121094,75677
2020-01-29,38.95000076293945,39.599998474121094,38.5,38.849998474121094,328779
2020-01-30,38.95000076293945,39.45000076293945,38.45000076293945,39.099998474121094,42462
2020-01-31,40.20000076293945,40.400001525878906,38.599998474121094,39.04999923706055,90333
2020-02-03,39.45000076293945,39.849998474121094,38.400001525878906,39.70000076293945,58457
2020-02-04,39.79999923706055,40.29999923706055,38.900001525878906,40.29999923706055,42051
2020-02-05,39.95000076293945,40.29999923706055,39.25,39.849998474121094,35881
2020-02-06,39.70000076293945,40.45000076293945,39.54999923706055,40.349998474121094,26262
2020-02-07,39.20000076293945,39.79999923706055,39.0,39.79999923706055,18497
2020-02-10,39.79999923706055,40.0,38.79999923706055,39.0,101995
2020-02-11,40.0,40.5,38.79999923706055,39.20000076293945,398905
2020-02-12,38.849998474121094,39.849998474121094,38.5,39.0,36847
2020-02-13,38.45000076293945,39.20000076293945,38.0,38.54999923706055,37044
2020-02-14,38.400001525878906,38.79999923706055,38.0,38.45000076293945,79171
2020-02-17,38.20000076293945,38.5,38.0,38.25,18017
2020-02-18,38.54999923706055,38.849998474121094,37.900001525878906,38.0,47321
2020-02-19,38.599998474121094,38.75,37.0,37.0,26886
2020-02-20,38.400001525878906,39.79999923706055,38.150001525878906,39.79999923706055,17299
2020-02-24,38.04999923706055,38.349998474121094,37.5,38.20000076293945,62239
2020-02-25,38.04999923706055,38.650001525878906,37.599998474121094,37.95000076293945,258709
2020-02-26,38.0,38.150001525878906,37.599998474121094,38.0,29378
2020-02-27,37.5,38.0,37.04999923706055,38.0,37177
2020-02-28,35.45000076293945,37.099998474121094,34.5,37.0,62296
2020-03-02,36.54999923706055,37.900001525878906,35.45000076293945,35.45000076293945,52025
2020-03-03,36.5,37.20000076293945,34.599998474121094,34.599998474121094,18884
2020-03-04,35.95000076293945,37.0,35.400001525878906,36.099998474121094,17757
2020-03-05,37.20000076293945,37.79999923706055,36.04999923706055,36.150001525878906,38995
2020-03-06,35.0,36.099998474121094,33.5,35.45000076293945,104958
2020-03-09,33.25,36.54999923706055,31.850000381469727,33.5,40933
2020-03-11,35.150001525878906,35.75,33.0,35.0,79284
2020-03-12,32.400001525878906,35.599998474121094,31.649999618530273,35.599998474121094,221514
2020-03-13,31.0,34.29999923706055,29.200000762939453,29.200000762939453,54835
2020-03-16,30.0,32.54999923706055,28.25,29.5,55975
2020-03-17,30.700000762939453,32.20000076293945,28.700000762939453,28.700000762939453,24480
2020-03-18,28.299999237060547,30.5,28.0,30.350000381469727,44446
2020-03-19,27.049999237060547,28.0,26.0,27.0,48063
2020-03-20,29.75,29.75,25.700000762939453,25.700000762939453,237798
2020-03-23,26.799999237060547,28.399999618530273,26.799999237060547,26.799999237060547,15053
2020-03-24,26.649999618530273,28.950000762939453,24.149999618530273,26.799999237060547,47694
2020-03-25,28.399999618530273,29.299999237060547,24.5,24.5,24198
2020-03-26,29.799999237060547,30.850000381469727,25.649999618530273,27.049999237060547,54804
2020-03-27,28.950000762939453,32.650001525878906,27.100000381469727,32.650001525878906,78029
2020-03-30,27.700000762939453,29.950000762939453,27.399999618530273,29.950000762939453,37912
2020-03-31,26.950000762939453,28.0,26.25,28.0,23290
2020-04-01,26.049999237060547,28.5,25.600000381469727,28.5,15242
2020-04-03,26.0,26.75,25.399999618530273,26.049999237060547,10974
2020-04-07,27.649999618530273,28.5,25.700000762939453,27.0,41155
2020-04-08,27.5,29.899999618530273,25.299999237060547,26.149999618530273,61607
2020-04-09,30.25,30.25,29.0,30.200000762939453,229109
2020-04-13,32.95000076293945,33.25,31.0,33.25,320972
2020-04-15,31.799999237060547,33.70000076293945,31.399999618530273,32.95000076293945,124970
2020-04-16,32.20000076293945,33.0,30.350000381469727,31.5,60021
2020-04-17,31.5,33.25,31.0,33.0,71661
2020-04-20,31.100000381469727,31.799999237060547,31.0,31.600000381469727,38674
2020-04-21,29.75,31.299999237060547,29.549999237060547,30.899999618530273,38164
2020-04-22,29.100000381469727,31.200000762939453,28.850000381469727,30.799999237060547,31739
2020-04-23,30.049999237060547,30.399999618530273,29.200000762939453,30.399999618530273,46485
2020-04-24,29.0,30.100000381469727,28.75,30.049999237060547,16885
2020-04-27,28.600000381469727,30.399999618530273,28.5,30.399999618530273,21877
2020-04-28,29.149999618530273,29.5,28.600000381469727,29.149999618530273,20852
2020-04-29,28.700000762939453,29.5,28.0,29.5,22321
2020-04-30,28.850000381469727,29.5,28.0,28.700000762939453,20678
2020-05-04,28.649999618530273,29.399999618530273,28.25,29.200000762939453,14486
2020-05-05,28.049999237060547,29.100000381469727,27.649999618530273,28.899999618530273,33527
2020-05-06,28.850000381469727,29.25,27.100000381469727,28.200000762939453,12969
2020-05-07,27.950000762939453,28.850000381469727,27.450000762939453,28.299999237060547,26828
2020-05-08,28.0,28.700000762939453,27.549999237060547,28.700000762939453,20462
2020-05-11,28.549999237060547,28.75,28.0,28.75,23105
2020-05-12,28.0,28.5,27.649999618530273,28.5,62421
2020-05-13,28.75,28.950000762939453,27.850000381469727,28.5,12520
2020-05-14,28.299999237060547,28.799999237060547,28.049999237060547,28.799999237060547,14301
2020-05-15,28.100000381469727,28.549999237060547,27.75,28.549999237060547,16782
2020-05-18,27.0,28.0,26.850000381469727,28.0,13459
2020-05-19,27.600000381469727,28.350000381469727,26.899999618530273,27.200000762939453,20327
2020-05-20,27.0,28.049999237060547,26.850000381469727,27.100000381469727,5728
2020-05-21,27.299999237060547,27.700000762939453,26.850000381469727,26.899999618530273,7399
2020-05-22,27.149999618530273,27.899999618530273,26.850000381469727,27.899999618530273,8425
2020-05-26,27.75,27.899999618530273,27.049999237060547,27.799999237060547,6260
2020-05-27,28.049999237060547,28.25,27.149999618530273,27.549999237060547,13612
2020-05-28,27.950000762939453,28.600000381469727,27.799999237060547,28.600000381469727,31851
2020-05-29,28.100000381469727,28.5,27.149999618530273,27.950000762939453,21921
2020-06-01,29.5,29.5,28.149999618530273,29.100000381469727,26068
2020-06-02,30.549999237060547,30.899999618530273,29.5,29.5,31100
2020-06-03,30.549999237060547,31.899999618530273,29.600000381469727,31.899999618530273,37641
2020-06-04,30.399999618530273,30.899999618530273,29.549999237060547,30.0,21684
2020-06-05,31.950000762939453,32.0,30.450000762939453,30.649999618530273,34503
2020-06-08,32.29999923706055,34.75,29.950000762939453,34.75,97448
2020-06-09,31.600000381469727,33.0,31.0,33.0,29106
2020-06-10,32.54999923706055,33.599998474121094,30.5,32.0,65961
2020-06-11,32.95000076293945,33.20000076293945,31.600000381469727,32.650001525878906,50133
2020-06-12,33.04999923706055,33.20000076293945,30.649999618530273,30.649999618530273,38729
2020-06-15,33.0,34.25,32.04999923706055,33.79999923706055,25724
2020-06-16,35.54999923706055,36.20000076293945,33.0,34.0,223436
2020-06-17,39.0,39.099998474121094,35.0,35.54999923706055,277475
2020-06-18,37.29999923706055,41.5,37.04999923706055,39.150001525878906,384275
2020-06-19,36.79999923706055,37.79999923706055,35.75,37.650001525878906,198843
2020-06-22,39.29999923706055,40.0,36.79999923706055,37.54999923706055,162261
2020-06-23,39.25,40.70000076293945,38.900001525878906,40.70000076293945,74158
2020-06-24,38.0,40.400001525878906,37.54999923706055,40.400001525878906,70450
2020-06-25,36.900001525878906,39.25,36.0,39.25,51086
2020-06-26,38.75,39.0,37.29999923706055,37.29999923706055,110989
2020-06-29,41.70000076293945,42.599998474121094,38.599998474121094,39.849998474121094,482794
2020-06-30,40.04999923706055,42.75,39.599998474121094,42.04999923706055,156936
2020-07-01,41.20000076293945,42.5,40.650001525878906,41.95000076293945,71927
2020-07-02,40.75,42.54999923706055,40.650001525878906,41.04999923706055,50378
2020-07-03,39.79999923706055,41.900001525878906,39.54999923706055,41.5,30839
2020-07-06,39.400001525878906,41.04999923706055,39.0,40.0,51106
2020-07-07,39.20000076293945,40.0,39.04999923706055,39.95000076293945,22705
2020-07-08,38.75,39.599998474121094,38.45000076293945,38.849998474121094,35411
2020-07-09,38.45000076293945,39.099998474121094,38.20000076293945,38.849998474121094,37005
2020-07-10,38.849998474121094,39.5,37.70000076293945,38.099998474121094,38340
2020-07-13,38.150001525878906,39.0,38.04999923706055,39.0,28552
2020-07-14,38.099998474121094,38.900001525878906,37.75,38.150001525878906,21039
2020-07-15,37.900001525878906,38.70000076293945,37.599998474121094,38.04999923706055,16914
2020-07-16,37.79999923706055,38.25,37.400001525878906,38.20000076293945,11596
2020-07-17,38.5,38.70000076293945,37.79999923706055,37.79999923706055,20000
2020-07-20,38.849998474121094,39.400001525878906,38.20000076293945,39.400001525878906,15032
2020-07-21,39.0,39.400001525878906,37.0,38.29999923706055,109113
2020-07-22,38.900001525878906,39.849998474121094,38.20000076293945,38.75,25936
2020-07-23,38.79999923706055,39.5,38.25,38.25,8900
2020-07-24,39.150001525878906,39.45000076293945,38.25,38.25,17355
2020-07-27,38.75,40.0,37.95000076293945,38.650001525878906,48634
2020-07-28,38.54999923706055,39.45000076293945,38.29999923706055,39.45000076293945,13184
2020-07-29,38.849998474121094,39.20000076293945,38.099998474121094,38.150001525878906,20823
2020-07-30,39.150001525878906,39.400001525878906,38.150001525878906,38.29999923706055,85381
2020-07-31,38.349998474121094,39.150001525878906,37.900001525878906,39.150001525878906,58681
2020-08-03,38.349998474121094,39.400001525878906,38.25,39.29999923706055,5646
2020-08-04,38.650001525878906,39.349998474121094,38.5,38.54999923706055,20607
2020-08-05,39.0,39.54999923706055,38.5,38.5,14602
2020-08-06,38.95000076293945,39.45000076293945,38.349998474121094,38.70000076293945,19111
2020-08-07,39.5,40.04999923706055,38.5,39.0,46588
2020-08-10,41.29999923706055,41.900001525878906,39.0,39.54999923706055,111055
2020-08-11,45.900001525878906,47.95000076293945,41.54999923706055,42.29999923706055,517944
2020-08-12,43.25,45.75,42.5,45.20000076293945,170600
2020-08-13,43.900001525878906,44.70000076293945,43.150001525878906,44.150001525878906,92558
2020-08-14,43.29999923706055,45.45000076293945,42.0,43.5,70354
2020-08-17,42.75,43.349998474121094,42.20000076293945,43.349998474121094,36722
2020-08-18,42.75,44.5,42.04999923706055,42.349998474121094,74449
2020-08-19,42.54999923706055,43.95000076293945,42.099998474121094,43.150001525878906,60957
2020-08-20,43.04999923706055,43.599998474121094,42.20000076293945,42.25,38666
2020-08-21,43.95000076293945,45.04999923706055,43.45000076293945,43.45000076293945,94688
2020-08-24,45.099998474121094,45.70000076293945,44.54999923706055,44.75,61455
2020-08-25,45.29999923706055,46.5,44.29999923706055,45.5,103721
2020-08-26,45.150001525878906,46.0,44.75,46.0,58049
2020-08-27,44.45000076293945,45.599998474121094,44.349998474121094,45.150001525878906,23960
2020-08-28,45.349998474121094,47.54999923706055,43.650001525878906,44.349998474121094,164066
2020-08-31,42.599998474121094,46.400001525878906,36.54999923706055,46.29999923706055,110679
2020-09-01,41.45000076293945,44.0,39.75,41.79999923706055,31678
2020-09-02,42.79999923706055,43.5,41.150001525878906,41.150001525878906,34385
2020-09-03,42.0,44.400001525878906,41.849998474121094,44.400001525878906,17086
2020-09-04,41.45000076293945,44.0,41.04999923706055,41.95000076293945,26961
2020-09-07,41.650001525878906,42.150001525878906,41.45000076293945,41.95000076293945,6853
2020-09-08,41.5,42.95000076293945,40.45000076293945,41.849998474121094,15975
2020-09-09,42.04999923706055,42.45000076293945,40.70000076293945,41.79999923706055,18331
2020-09-10,42.20000076293945,42.599998474121094,41.150001525878906,42.400001525878906,16754
2020-09-11,41.849998474121094,42.5,41.54999923706055,41.75,3052
2020-09-14,41.75,42.5,41.599998474121094,42.45000076293945,12255
2020-09-15,41.599998474121094,42.5,41.150001525878906,41.150001525878906,8259
2020-09-16,42.150001525878906,42.5,41.400001525878906,41.650001525878906,24995
2020-09-17,43.400001525878906,44.75,40.04999923706055,42.0,168323
2020-09-18,44.54999923706055,44.95000076293945,42.400001525878906,44.79999923706055,51018
2020-09-21,42.400001525878906,45.29999923706055,42.0,45.29999923706055,28110
2020-09-22,42.45000076293945,42.900001525878906,41.04999923706055,42.0,32996
2020-09-23,41.70000076293945,43.04999923706055,41.20000076293945,42.849998474121094,34223
2020-09-24,41.0,42.75,40.95000076293945,41.400001525878906,22749
2020-09-25,44.5,45.150001525878906,41.45000076293945,41.45000076293945,263299
2020-09-28,44.54999923706055,45.95000076293945,43.5,45.04999923706055,67266
2020-09-29,47.20000076293945,47.70000076293945,44.099998474121094,45.900001525878906,160676
2020-09-30,47.45000076293945,50.5,46.5,48.0,74680
2020-10-01,47.400001525878906,49.400001525878906,47.099998474121094,47.099998474121094,78108
2020-10-05,46.75,48.45000076293945,46.400001525878906,46.400001525878906,32574
2020-10-06,47.04999923706055,47.849998474121094,46.150001525878906,47.650001525878906,24220
2020-10-07,48.20000076293945,49.0,46.5,47.599998474121094,50369
2020-10-08,47.900001525878906,49.0,47.400001525878906,48.95000076293945,68858
2020-10-09,47.45000076293945,47.849998474121094,46.599998474121094,47.5,18514
2020-10-12,45.95000076293945,47.95000076293945,45.5,47.95000076293945,17086
2020-10-13,47.900001525878906,48.5,45.650001525878906,45.900001525878906,38320
2020-10-14,48.900001525878906,51.0,46.349998474121094,47.900001525878906,123563
2020-10-15,47.900001525878906,49.5,47.45000076293945,49.5,30391
2020-10-16,48.400001525878906,49.0,47.650001525878906,48.849998474121094,16759
2020-10-19,50.04999923706055,50.79999923706055,47.70000076293945,49.400001525878906,115887
2020-10-20,48.900001525878906,50.400001525878906,48.25,49.400001525878906,24873
2020-10-21,48.650001525878906,50.75,48.20000076293945,48.95000076293945,27838
2020-10-22,48.099998474121094,49.400001525878906,48.0,48.70000076293945,6568
2020-10-23,49.04999923706055,50.150001525878906,48.099998474121094,49.349998474121094,10276
2020-10-26,47.45000076293945,49.70000076293945,47.150001525878906,49.150001525878906,25252
2020-10-27,46.95000076293945,47.849998474121094,46.599998474121094,47.20000076293945,7463
2020-10-28,47.29999923706055,48.849998474121094,47.0,47.20000076293945,24121
2020-10-29,46.70000076293945,47.5,45.599998474121094,46.20000076293945,8978
2020-10-30,46.400001525878906,47.849998474121094,46.0,47.79999923706055,11622
2020-11-02,46.150001525878906,47.349998474121094,44.349998474121094,47.349998474121094,11739
2020-11-03,46.099998474121094,47.5,45.54999923706055,47.150001525878906,14763
2020-11-04,46.04999923706055,47.400001525878906,45.599998474121094,46.0,4006
2020-11-05,45.95000076293945,47.349998474121094,44.5,45.900001525878906,6005
2020-11-06,46.25,46.900001525878906,45.20000076293945,46.0,9878
2020-11-09,45.0,47.400001525878906,44.650001525878906,47.400001525878906,27536
2020-11-10,43.70000076293945,47.04999923706055,42.20000076293945,45.5,110894
2020-11-11,43.599998474121094,45.95000076293945,42.599998474121094,44.099998474121094,38889
